1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
2005, mesa, minecraft:wooded_badlands_plateau, MONSTER, thermal:basalz, 10, 1, 3
2006, mesa, minecraft:wooded_badlands_plateau, MONSTER, thermal:blitz, 10, 1, 3
2007, mesa, minecraft:wooded_badlands_plateau, MONSTER, dungeons_mobs:wraith, 10, 1, 1
2008, mesa, minecraft:wooded_badlands_plateau, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
2009, mesa, minecraft:wooded_badlands_plateau, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
2010, mesa, minecraft:wooded_badlands_plateau, MONSTER, geode:redstonegeode, 30, 1, 1
2011, mesa, minecraft:wooded_badlands_plateau, MONSTER, geode:quartzgeode, 45, 1, 1
2012, mesa, minecraft:wooded_badlands_plateau, MONSTER, geode:lapisgeode, 35, 1, 1
2013, mesa, minecraft:wooded_badlands_plateau, MONSTER, geode:irongeode, 40, 1, 1
2014, mesa, minecraft:wooded_badlands_plateau, MONSTER, geode:goldgeode, 35, 1, 1
2015, mesa, minecraft:wooded_badlands_plateau, MONSTER, geode:glowstonegeode, 45, 1, 1
2016, mesa, minecraft:wooded_badlands_plateau, MONSTER, geode:emeraldgeode, 45, 1, 1
2017, mesa, minecraft:wooded_badlands_plateau, MONSTER, geode:diamondgeode, 25, 1, 1
2018, mesa, minecraft:wooded_badlands_plateau, MONSTER, geode:coalgeode, 50, 1, 1
2019, mesa, minecraft:wooded_badlands_plateau, MONSTER, mowziesmobs:grottol, 10, 1, 1
2020, mesa, minecraft:wooded_badlands_plateau, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2021, mesa, minecraft:wooded_badlands_plateau, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2022, mesa, minecraft:wooded_badlands_plateau, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
2023, mesa, minecraft:wooded_badlands_plateau, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
2024, mesa, minecraft:wooded_badlands_plateau, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2025, mesa, minecraft:wooded_badlands_plateau, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
2026, mesa, minecraft:wooded_badlands_plateau, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
2027, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:roadrunner, 10, 2, 2
2028, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
2029, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:komodo_dragon, 10, 1, 2
2030, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:emu, 20, 2, 5
2031, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:kangaroo, 25, 3, 5
2032, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:roadrunner, 10, 2, 2
2033, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
2034, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:komodo_dragon, 10, 1, 2
2035, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:emu, 20, 2, 5
2036, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:kangaroo, 25, 3, 5
2037, mesa, minecraft:wooded_badlands_plateau, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2038, mesa, minecraft:wooded_badlands_plateau, CREATURE, betteranimalsplus:coyote, 10, 1, 6
2039, mesa, minecraft:wooded_badlands_plateau, AMBIENT, minecraft:bat, 10, 8, 8
2040, mesa, minecraft:wooded_badlands_plateau, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
2041, mesa, minecraft:wooded_badlands_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
2042, mesa, minecraft:wooded_badlands_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2043, mesa, minecraft:wooded_badlands_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
2044, mesa, minecraft:wooded_badlands_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2045, mesa, minecraft:badlands_plateau, MONSTER, minecraft:spider, 80, 4, 4
2046, mesa, minecraft:badlands_plateau, MONSTER, minecraft:zombie, 80, 4, 4
2047, mesa, minecraft:badlands_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
2048, mesa, minecraft:badlands_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
2049, mesa, minecraft:badlands_plateau, MONSTER, minecraft:creeper, 80, 4, 4
2050, mesa, minecraft:badlands_plateau, MONSTER, minecraft:slime, 80, 4, 4
2051, mesa, minecraft:badlands_plateau, MONSTER, minecraft:enderman, 5, 1, 4
2052, mesa, minecraft:badlands_plateau, MONSTER, minecraft:witch, 5, 1, 1
2053, mesa, minecraft:badlands_plateau, MONSTER, thermal:basalz, 10, 1, 3
2054, mesa, minecraft:badlands_plateau, MONSTER, thermal:blitz, 10, 1, 3
2055, mesa, minecraft:badlands_plateau, MONSTER, dungeons_mobs:wraith, 10, 1, 1
2056, mesa, minecraft:badlands_plateau, MONSTER, dungeons_mobs:necromancer, 10, 1, 1
2057, mesa, minecraft:badlands_plateau, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
2058, mesa, minecraft:badlands_plateau, MONSTER, geode:redstonegeode, 30, 1, 1
2059, mesa, minecraft:badlands_plateau, MONSTER, geode:quartzgeode, 45, 1, 1
2060, mesa, minecraft:badlands_plateau, MONSTER, geode:lapisgeode, 35, 1, 1
2061, mesa, minecraft:badlands_plateau, MONSTER, geode:irongeode, 40, 1, 1
2062, mesa, minecraft:badlands_plateau, MONSTER, geode:goldgeode, 35, 1, 1
2063, mesa, minecraft:badlands_plateau, MONSTER, geode:glowstonegeode, 45, 1, 1
2064, mesa, minecraft:badlands_plateau, MONSTER, geode:emeraldgeode, 45, 1, 1
2065, mesa, minecraft:badlands_plateau, MONSTER, geode:diamondgeode, 25, 1, 1
2066, mesa, minecraft:badlands_plateau, MONSTER, geode:coalgeode, 50, 1, 1
2067, mesa, minecraft:badlands_plateau, MONSTER, mowziesmobs:grottol, 10, 1, 1
2068, mesa, minecraft:badlands_plateau, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2069, mesa, minecraft:badlands_plateau, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2070, mesa, minecraft:badlands_plateau, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
2071, mesa, minecraft:badlands_plateau, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
2072, mesa, minecraft:badlands_plateau, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2073, mesa, minecraft:badlands_plateau, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
2074, mesa, minecraft:badlands_plateau, MONSTER, betteranimalsplus:tarantula, 40, 1, 3
2075, mesa, minecraft:badlands_plateau, CREATURE, alexsmobs:roadrunner, 10, 2, 2
2076, mesa, minecraft:badlands_plateau, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
2077, mesa, minecraft:badlands_plateau, CREATURE, alexsmobs:komodo_dragon, 10, 1, 2
2078, mesa, minecraft:badlands_plateau, CREATURE, alexsmobs:emu, 20, 2, 5
2079, mesa, minecraft:badlands_plateau, CREATURE, alexsmobs:kangaroo, 25, 3, 5
2080, mesa, minecraft:badlands_plateau, CREATURE, alexsmobs:roadrunner, 10, 2, 2
2081, mesa, minecraft:badlands_plateau, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
2082, mesa, minecraft:badlands_plateau, CREATURE, alexsmobs:komodo_dragon, 10, 1, 2
2083, mesa, minecraft:badlands_plateau, CREATURE, alexsmobs:emu, 20, 2, 5
2084, mesa, minecraft:badlands_plateau, CREATURE, alexsmobs:kangaroo, 25, 3, 5
2085, mesa, minecraft:badlands_plateau, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2086, mesa, minecraft:badlands_plateau, CREATURE, betteranimalsplus:coyote, 10, 1, 6
2087, mesa, minecraft:badlands_plateau, AMBIENT, minecraft:bat, 10, 8, 8
2088, mesa, minecraft:badlands_plateau, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
2089, mesa, minecraft:badlands_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
2090, mesa, minecraft:badlands_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2091, mesa, minecraft:badlands_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
2092, mesa, minecraft:badlands_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2093, the_end, minecraft:small_end_islands, MONSTER, minecraft:enderman, 5, 4, 4
2094, the_end, minecraft:small_end_islands, MONSTER, outer_end:purpur_golem, 10, 1, 1
2095, the_end, minecraft:small_end_islands, MONSTER, geode:redstonegeode, 30, 1, 1
2096, the_end, minecraft:small_end_islands, MONSTER, geode:quartzgeode, 45, 1, 1
2097, the_end, minecraft:small_end_islands, MONSTER, geode:lapisgeode, 35, 1, 1
2098, the_end, minecraft:small_end_islands, MONSTER, geode:irongeode, 40, 1, 1
2099, the_end, minecraft:small_end_islands, MONSTER, geode:goldgeode, 35, 1, 1
2100, the_end, minecraft:small_end_islands, MONSTER, geode:glowstonegeode, 45, 1, 1
2101, the_end, minecraft:small_end_islands, MONSTER, geode:emeraldgeode, 45, 1, 1
2102, the_end, minecraft:small_end_islands, MONSTER, geode:diamondgeode, 25, 1, 1
2103, the_end, minecraft:small_end_islands, MONSTER, geode:coalgeode, 50, 1, 1
2104, the_end, minecraft:small_end_islands, MONSTER, mowziesmobs:grottol, 10, 1, 1
2105, the_end, minecraft:small_end_islands, CREATURE, alexsmobs:endergrade, 10, 2, 6
2106, the_end, minecraft:small_end_islands, CREATURE, alexsmobs:spectre, 10, 1, 2
2107, the_end, minecraft:small_end_islands, CREATURE, alexsmobs:endergrade, 10, 2, 6
2108, the_end, minecraft:small_end_islands, CREATURE, alexsmobs:spectre, 10, 1, 2
2109, the_end, minecraft:end_midlands, MONSTER, minecraft:enderman, 5, 4, 4
2110, the_end, minecraft:end_midlands, MONSTER, outer_end:purpur_golem, 10, 1, 1
2111, the_end, minecraft:end_midlands, MONSTER, geode:redstonegeode, 30, 1, 1
2112, the_end, minecraft:end_midlands, MONSTER, geode:quartzgeode, 45, 1, 1
2113, the_end, minecraft:end_midlands, MONSTER, geode:lapisgeode, 35, 1, 1
2114, the_end, minecraft:end_midlands, MONSTER, geode:irongeode, 40, 1, 1
2115, the_end, minecraft:end_midlands, MONSTER, geode:goldgeode, 35, 1, 1
2116, the_end, minecraft:end_midlands, MONSTER, geode:glowstonegeode, 45, 1, 1
2117, the_end, minecraft:end_midlands, MONSTER, geode:emeraldgeode, 45, 1, 1
2118, the_end, minecraft:end_midlands, MONSTER, geode:diamondgeode, 25, 1, 1
2119, the_end, minecraft:end_midlands, MONSTER, geode:coalgeode, 50, 1, 1
2120, the_end, minecraft:end_midlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
2121, the_end, minecraft:end_midlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
2122, the_end, minecraft:end_midlands, CREATURE, alexsmobs:spectre, 10, 1, 2
2123, the_end, minecraft:end_midlands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
2124, the_end, minecraft:end_midlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
2125, the_end, minecraft:end_midlands, CREATURE, alexsmobs:spectre, 10, 1, 2
2126, the_end, minecraft:end_midlands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
2127, the_end, minecraft:end_highlands, MONSTER, minecraft:enderman, 5, 4, 4
2128, the_end, minecraft:end_highlands, MONSTER, outer_end:purpur_golem, 10, 1, 1
2129, the_end, minecraft:end_highlands, MONSTER, outer_end:chorus_squid, 10, 1, 1
2130, the_end, minecraft:end_highlands, MONSTER, geode:redstonegeode, 30, 1, 1
2131, the_end, minecraft:end_highlands, MONSTER, geode:quartzgeode, 45, 1, 1
2132, the_end, minecraft:end_highlands, MONSTER, geode:lapisgeode, 35, 1, 1
2133, the_end, minecraft:end_highlands, MONSTER, geode:irongeode, 40, 1, 1
2134, the_end, minecraft:end_highlands, MONSTER, geode:goldgeode, 35, 1, 1
2135, the_end, minecraft:end_highlands, MONSTER, geode:glowstonegeode, 45, 1, 1
2136, the_end, minecraft:end_highlands, MONSTER, geode:emeraldgeode, 45, 1, 1
2137, the_end, minecraft:end_highlands, MONSTER, geode:diamondgeode, 25, 1, 1
2138, the_end, minecraft:end_highlands, MONSTER, geode:coalgeode, 50, 1, 1
2139, the_end, minecraft:end_highlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
2140, the_end, minecraft:end_highlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
2141, the_end, minecraft:end_highlands, CREATURE, alexsmobs:spectre, 10, 1, 2
2142, the_end, minecraft:end_highlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
2143, the_end, minecraft:end_highlands, CREATURE, alexsmobs:spectre, 10, 1, 2
2144, the_end, minecraft:end_barrens, MONSTER, minecraft:enderman, 5, 4, 4
2145, the_end, minecraft:end_barrens, MONSTER, outer_end:purpur_golem, 10, 1, 1
2146, the_end, minecraft:end_barrens, MONSTER, geode:redstonegeode, 30, 1, 1
2147, the_end, minecraft:end_barrens, MONSTER, geode:quartzgeode, 45, 1, 1
2148, the_end, minecraft:end_barrens, MONSTER, geode:lapisgeode, 35, 1, 1
2149, the_end, minecraft:end_barrens, MONSTER, geode:irongeode, 40, 1, 1
2150, the_end, minecraft:end_barrens, MONSTER, geode:goldgeode, 35, 1, 1
2151, the_end, minecraft:end_barrens, MONSTER, geode:glowstonegeode, 45, 1, 1
2152, the_end, minecraft:end_barrens, MONSTER, geode:emeraldgeode, 45, 1, 1
2153, the_end, minecraft:end_barrens, MONSTER, geode:diamondgeode, 25, 1, 1
2154, the_end, minecraft:end_barrens, MONSTER, geode:coalgeode, 50, 1, 1
2155, the_end, minecraft:end_barrens, MONSTER, mowziesmobs:grottol, 10, 1, 1
2156, the_end, minecraft:end_barrens, CREATURE, alexsmobs:endergrade, 10, 2, 6
2157, the_end, minecraft:end_barrens, CREATURE, alexsmobs:spectre, 10, 1, 2
2158, the_end, minecraft:end_barrens, CREATURE, alexsmobs:endergrade, 10, 2, 6
2159, the_end, minecraft:end_barrens, CREATURE, alexsmobs:spectre, 10, 1, 2
2160, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
2161, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2162, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2163, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2164, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2165, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
2166, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2167, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
2168, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
2169, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
2170, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2171, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2172, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
2173, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
2174, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
2175, ocean, minecraft:warm_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
2176, ocean, minecraft:warm_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
2177, ocean, minecraft:warm_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
2178, ocean, minecraft:warm_ocean, MONSTER, geode:irongeode, 40, 1, 1
2179, ocean, minecraft:warm_ocean, MONSTER, geode:goldgeode, 35, 1, 1
2180, ocean, minecraft:warm_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
2181, ocean, minecraft:warm_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
2182, ocean, minecraft:warm_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
2183, ocean, minecraft:warm_ocean, MONSTER, geode:coalgeode, 50, 1, 1
2184, ocean, minecraft:warm_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
2185, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
2186, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
2187, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2188, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2189, ocean, minecraft:warm_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2190, ocean, minecraft:warm_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
2191, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2192, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2193, ocean, minecraft:warm_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
2194, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
2195, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2196, ocean, minecraft:warm_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
2197, ocean, minecraft:warm_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
2198, ocean, minecraft:warm_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
2199, ocean, minecraft:warm_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
2200, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
2201, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
2202, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 10, 1, 2
2203, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
2204, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
2205, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 10, 1, 2
2206, ocean, minecraft:warm_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
2207, ocean, minecraft:warm_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
2208, ocean, minecraft:warm_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
2209, ocean, minecraft:warm_ocean, WATER_CREATURE, betteranimalsplus:octopus, 10, 1, 3
2210, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
2211, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2212, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:blackcap_basslet, 10, 1, 4
2213, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
2214, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
2215, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
2216, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:fairy_basslet, 10, 1, 4
2217, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:masked_butterflyfish, 10, 2, 5
2218, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:raccoon_butterflyfish, 10, 3, 5
2219, ocean, minecraft:warm_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 15, 1, 1
2220, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
2221, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
2222, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
2223, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:eel_saltwater, 10, 1, 3
2224, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:barracuda, 10, 1, 1
2225, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:flying_fish, 10, 1, 5
2226, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
2227, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2228, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2229, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2230, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2231, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
2232, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2233, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
2234, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2235, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
2236, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
2237, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2238, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2239, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
2240, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
2241, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
2242, ocean, minecraft:lukewarm_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
2243, ocean, minecraft:lukewarm_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
2244, ocean, minecraft:lukewarm_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
2245, ocean, minecraft:lukewarm_ocean, MONSTER, geode:irongeode, 40, 1, 1
2246, ocean, minecraft:lukewarm_ocean, MONSTER, geode:goldgeode, 35, 1, 1
2247, ocean, minecraft:lukewarm_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
2248, ocean, minecraft:lukewarm_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
2249, ocean, minecraft:lukewarm_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
2250, ocean, minecraft:lukewarm_ocean, MONSTER, geode:coalgeode, 50, 1, 1
2251, ocean, minecraft:lukewarm_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
2252, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
2253, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
2254, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
2255, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2256, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2257, ocean, minecraft:lukewarm_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2258, ocean, minecraft:lukewarm_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
2259, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2260, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2261, ocean, minecraft:lukewarm_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
2262, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
2263, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2264, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
2265, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
2266, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
2267, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
2268, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2269, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2270, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
2271, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
2272, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
2273, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, betteranimalsplus:octopus, 10, 1, 3
2274, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
2275, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
2276, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2277, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:blackcap_basslet, 10, 1, 4
2278, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
2279, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
2280, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
2281, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:fairy_basslet, 10, 1, 4
2282, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:masked_butterflyfish, 10, 2, 5
2283, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:raccoon_butterflyfish, 10, 3, 5
2284, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
2285, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
2286, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
2287, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:eel_saltwater, 10, 1, 3
2288, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:barracuda, 10, 1, 1
2289, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:flying_fish, 10, 1, 5
2290, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
